,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
4151,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,Left shoulder bitten ,N,10h25,Sharks averaged 1.8 m [6'] in length
4152,Florida,Free diving,M,20,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",N,14h30,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark"
4154,Abaco Islands,"Spearfishing, had fish on his spear",M,36,"No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun ",N,12h00,"Tiger shark, <2 m TL"
4156,Florida,Wading,M,59,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,N,17h30,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions"
4157,Florida,Walking,M,17,Lower left leg & foot bitten,N,17h10,Tiger shark?
4162,Taipei Hsien,Diving,M,29,Right cheek bitten,N,17h00,"Mako shark, 100-kg [221-lb] "
4163,KwaZulu-Natal,Paddling in knee-deep water,F,28,FATAL,Y,11h10,3 m [10'] shark
4164,KwaZulu-Natal,Swimming with goggles,M,29,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,13h30,3 m [10'] shark
4169,New South Wales,Body surfing,M,14,"Laceration to left ankle, heel and little toe",N,16h30,6' shark
4182,KwaZulu-Natal,Standing,F,14,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,12h40,1.8 m [6'] shark
4184,KwaZulu-Natal,Floating,M,23,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,16h23,>3 m [10'] shark
4194,North Carolina,Swimming,M,57,"FATAL, knee bitten  ",Y,15h15,White shark
4197,New South Wales,Competing in spearfishing championship & towing dead fish,M,28,Thigh bitten & few lacerations on abdomen & buttock,N,12h00,4.6 m [15'] shark
4200,California,Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,13h30,White shark
4202,Florida,Standing,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,11h00,4 m [13'] shark
4203,Torres Strait,Swimming between  anchored  pearling luggers,M,22,"Left arm bitten, surgically amputated",N,14h00,Shark seen feeding on turtle scraps thrown overboard prior to incident.
4222,Milne Bay Province,Spearfishing,M,19,"FATAL, left leg severed at hip, left torso removed ",Y,13h00,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut
4228,"Near Dakar, Cap Vert Peninsula","Skindiving, fish at belt",M,19,Right thigh bitten,N,18h15,Lemon shark
4238,California,Swimming near pier,M,10,"Lacerated thigh, hand & shoulder",N,16h30,"White shark, 2.7 m [9'] "
4258,Victoria,"Swimming, attacked at  surf carnival",M,26,FATAL,Y,16h45,3.7 m [12'] shark & may have been another shark nearby
4260,Queensland,Diving into water,M,15,"FATAL, large amount of tissue removed from leg, artery severed  ",Y,11h00,1.8 m [6'] shark
4275,Central Province,Swimming,M,8,Right thigh bitten,N,18h00,Wobbegong shark
4286,Tutuila Island,Swimming,M,28,"FATAL, abdomen bitten  ",Y,A.M.,Blue shark
4303,California,Spearfishing,M,19,"Swimfin & 2 wool socks removed by shark, suit torn",N,12h00,"White shark, 5 m to 6 m [16.5' to 20] "
4304,New South Wales,Swimming,M,25,"FATAL, legs bitten ",Y,14h35,3.6 m  white shark  (or bronze whaler)
4308,New South Wales,Hunting lobsters in 2.4 m of water,M,13,"FATAL, anterior left leg & right calf bitten, no tissue lost  ",Y,14h30,"Bronze whaler shark,3.7 m [12'] "
4340,Queensland,Pearl diving from lugger Whyalla,M,30,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",N,16h30,2.4 m [8']  shark
4349,Buenos Aires Province,Floating,M,18,"Arm & left calf bitten, right leg lacerated",N,13h05,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett
4350,Madang Province,Crouching in the water,M,26,Back & thighs lacerated,N,Late afternoon,14' shark
4370,Hawaii,Spearfishing,M,15,"FATAL, thigh bitten",Y,09h15,3 m [10'] shark seen in vicinity
4387,New South Wales,Spearfishing,M,25,"Shark tore off face mask, diver’s face, nose & chin lacerated",N,18h00,Wobbegong shark
4395,South Australia,"Fishing, setting nets",M,25,Bitten on thigh and buttocks,N,"""After dark""",2.4 m [8'] shark
4399,California,Body surfing & treading water,M,17,"FATAL, leg lacerated  ",Y,14h00,"White shark,4.6 m [15'] "
4426,New South Wales,Treading water,M,21,FATAL,Y,16h00,2.4 m [8']  shark
4427,KwaZulu-Natal,Swimming,M,23,Thigh bruised & abraded,N,13h00,"White shark, 1.8 m [6'] "
4429,KwaZulu-Natal,Treading water,M,24,"Leg severed below knee, defense wounds on hand",N,17h15,"White shark, 2.4 m [8'] "
4446,New South Wales,Fell off surf ski,M,23,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,N,Afternoon,"Wobbegong shark, 4'"
4449,Eastern Cape Province,Body surfing,M,31,"Leg bitten, defense wounds on hands",N,12h15,136-kg [300-lb] shark
4459,Queensland,Body surfing,M,21,Part of buttocks & fingers severed,N,17h15,"White shark, 3m, seen in area and hooked 3 days later"
4461,California,Body surfing / treading water,M,31,Right leg lacerated,N,12h00,White shark
4462,Queensland,Fishing,M,25,Lacerations to right thumb and knee,N,Night,4' shark
4463, La Libertad,Jerked overboard while pole fishing for tuna,M,27,Left thigh bitten by hooked shark PROVOKED INCIDENT,N,08h30,"1,100-lb shark"
4482,KwaZulu-Natal,Body surfing,M,14,"FATAL, body not recovered ",Y,14h30,"White shark, 3.7 m [12']  according to witnesses"
4489,Jakarta Harbour,Bending over,M,7 or 8,FATAL,Y,1500,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']"
4500,New South Wales,Free diving or wading back to shore,M,36,Left arm bitten ,N,Afternoon,6' shark
4515,Queensland,Bathing in water 0.9 m deep,M,13,"FATAL, left leg severed",Y,13h30,"3.3 m [10'9""] shark"
4518,New South Wales,Lifesaving exhibition,M,20,FATAL,Y,15h00,"White shark, 3.6 m [11'9""] "
4536,Attica,Swimming,M,17,FATAL,Y,16h00,Said to be 6.4 m [21'] shark
4555,Florida,Underwater photography,M,48,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,N,Afternoon,Nurse shark
4559,New South Wales,Fishing,M,9,Leg gashed,N,P.M.,Grey nurse shark
4570,Florida,Swimming,M,20,"FATAL, calf bitten, leg surgically amputated  ",Y,A.M.,Possibly C. leucas
4578,KwaZulu-Natal,Treading water,M,21,Ankle & shin lacerated,N,12h00,"1.5 m, 45-kg shark"
4583,KwaZulu-Natal,Treading water,M,22,Lacerations on buttock  &  right foot ,N,12h00,"Blacktip shark, 2 m [6.75'] "
4588,KwaZulu-Natal,Treading water,M,18,Flexed left leg lacerated,N,15h50,>1.6 m shark
4595,Queensland,Swimming after a tennis ball,M,30,"FATAL, body not recovered",Y,15h20,4.3 m [14'] shark
4604,Western Australia,Standing,M,18,"Leg bitten, surgically amputated",N,12h15,"White shark, 4.2 m [13'9""] "
4609,Western Cape Province,Jumping in swells,M,18,Foot bitten,N,12h00,1.5 m [5'] shark
4625,KwaZulu-Natal,Walking,M,37,"Right leg bitten knee to foot, surgically amputated",N,16h30,Thought to involve a Zambesi shark
4630,Basrah,Swimming,M,15,Left foot bitten,N,12h00,Bull shark
4644,Western Cape Province,Swimming,M,17,"FATAL, body not recovered",Y,16h30,"White shark, according to witnesses"
4667,Gulf of Panama,Dived overboard to check propeller of US Navy motor torpedo boat,M,20,"FATAL, left leg  & shoulder bitten  ",Y,14h35,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)"
4690,New South Wales,Dog paddling or standing,F,15,"FATAL, legs bitten ",Y,10h50,Bull shark
4698,Western Cape Province,Swimming ,M,18,"FATAL, body not recovered",Y,12h30,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses"
4704,Queensland,Treading water,M,24,"Right foot severed & calf removed, leg  surgically amputated below the knee",N,16h30,"Tiger shark, 2.4 m to 3 m [8' to 10'] "
4718,New South Wales,Swimming,F,28,"FATAL, bitten in two  ",Y,15h00,"Bull shark, 4 m [13'] "
4725,Cay Sal Bank,Swimming along side N.E.L. vessel Saluda,M,48,"Minor injury, ankle scratched by shark's teeth",N,Late afternoon,1.2 m to 1.5 m [4' to 5'] shark
4743,New York,Fishing from 32' boat,M,43,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,N,14h00,2.1 m [7'] shark
4746,California,Fishing,M,53,Right hand bitten by boated shark PROVOKED INCIDENT,N,Night,Mako shark (aka bonito shark) 1.2 m [4'] 
4766,KwaZulu-Natal,Treading water,M,25,"FATAL, right thigh & calf bitten ",Y,11h00,"White shark, species identity confirmed by tooth pattern"
4768,KwaZulu-Natal,Swimming,M,17,"FATAL, left thigh & knee bitten ",Y,16h30,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern"
4772,New South Wales,Swimming,M,13,"FATAL, left leg severed  ",Y,10h40,3 m [10'] shark
4774,KwaZulu-Natal,Swimming ,M,18,"FATAL, leg & thigh bitten  ",Y,16h00,2.4 m [8'] shark
4783,Queensland,Swimming ,M,20,"FATAL, left foot & right leg bitten, later surgically amputated  ",Y,12h15,2.6 m [8.5'] shark landed 2 hours later
4794,Andros Islands,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,Minor injury to shoulder & back PROVOKED INCIDENT,N,12h00,"Nurse shark, 2.1 m [7']"
4808,Queensland,Fishing,M,18,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,N,Afternoon,"Tiger shark, 6'"
4818,Basrah City,"Swimming, naked",M,9 or 10,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",N,Afternoon,Bull shark
4834,Queensland ,Swimming ,M,25,FATAL,Y,17h30,Tiger shark
4835,Queensland,Swimming ,M,18,FATAL,Y,17h30,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains "
4842,Torres Strait,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",N,11h00,"Tiger shark, 9' to 10' "
4851,Queensland,"Refused permission to cross on the ferry, he was swimming across the river",M,33,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",Y,Night,2 days later a 600-lb shark was caught 100 yards from the site
4854,New South Wales,Swimming,M,32,"FATAL, buttocks, ankle & right elbow bitten ",Y,15h20,White shark
4874,Massachusetts,Swimming crawl stroke,M,16,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Y,15h30,White shark (identified by Dr. Hugh Smith) 
4880,Queensland,Diving for trochus,M,16,"Arm & back bitten, heel lacerated",N,10h00,"Tiger shark, 4.6 m [15'] "
4888,New South Wales,Swimming,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,15h00,White shark
4889,South Australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,FATAL ,Y,18h00,White shark
4897,Queensland,"Fell overboard, hanging onto lifebuoy",M,38,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,Night,3.7 m [12'] shark
4918,New South Wales,Swimming,M,27,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y,12h30,"White shark, 4 m [13'] "
4919,New South Wales,Standing,M,22,"FATAL, thigh bitten ",Y,17h30,"White shark, 3.5 m to 4 m [11.5' to 13'] "
4925,New South Wales,Splashing,F,13,Hands severed,N,20h15,"Tiger shark, 1.5 m [5'] "
4944,New South Wales,Swimming in waist-deep water ,M,15,"FATAL, right leg lacerated",Y,12h30,4.3 m [14'] shark seen in vicinity
4945,New South Wales,Swimming in hip-deep water,M,17,"FATAL, leg & buttocks removed ",Y,15h00,4 m [13'] shark seen in vicinity
4951,New South Wales,Swimming on sandbar adjacent to channel,M,22,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,15h30,4.3 m [14'] shark seen in area previous week
4977,New South Wales,Swimming,M,24,"Torso bitten with pneumothorax, slight lacerations on left hand",N,11h00,Thought to involve a mako or grey nurse shark
5000,Eastern Cape Province,Collecting fish by lamplight in gully,M,23,"Right shin, calf and sole of foot lacerated",N,After dusk,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] "
5027,Queensland,Swimming,M,18,Severe bump & few superficial wounds ,N,16h00,1.5 m [5'] shark
5049,Victoria,Diving off pier & treading water,M,18,FATAL,Y,16h30,White shark 4.9 m [16'] 
5052,Western Cape Province,Swimming,M,23,Torso & arm bitten,N,17h30,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern"
5074,Queensland,Standing in knee-deep water,M,19,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,13h45,"Grey nurse shark, 4' "
5083,New South Wales,Swimming,M,39,"FATAL, right thigh bitten, femoral artery severed",Y,16h00,Galapagos shark
5086,New South Wales,Body surfing,M,14,"FATAL, right thigh & hip bitten",Y,18h10,12' shark
5098,Gulf of Panama,Swimming,M,17,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y,10h00,Moreno’s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph
5108,Queensland,Bathing,M,15,Lacerations to right leg ,N,Morning,4' shark
5118,Eastern Cape Province,Body surfing,M,18,Foot bitten,N,11h00,1.2 m [4'] shark
5120,Western Cape Province,Swimming,M,17,"FATAL, leg bitten  ",Y,11h00,"White shark, 4.4 m [14.5'] . "
5130,New South Wales,Body surfing / treading water,M,17,"Right buttock & thigh bitten, thumb removed",N,15h00,Grey nurse shark?
5136,New South Wales,Swimming,M,15,"FATAL, leg bitten from thigh to ankle",Y,11h30,3.7 m [12'] shark
5142,New South Wales,Bathing,M,17,"3"" laceration to leg",N,Afternoon,"Grey nurse shark, 4'"
5146,Golfo di Genova in the Ligurian Sea,Swimming,M,20,"FATAL, body was not recovered",Y,11h00,Said to involve 6 to 7 m [20' to 23'] white shark
5148,California,Swimming with dog near canning factory,M,15,Leg & hand lacerated and dog bitten,N, ,1.5 m [5'] white shark or sevengill shark
5160,Western Australia,Floating on his back,M,55,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y,15h15,"Tiger shark, 4 m [13'] female"
5168,New South Wales,Bathing in waist-deep water,M,16,"Left thigh bitten, leg surgically amputated ",N,17h00,Said to be a “small shark”
5192,New South Wales,Had just dived into water & was swimming,M,16,"FATAL, right thigh severely bitten, left arm lacerated ",Y,16h00,3 m [10'] shark
5216,Queensland,Bathing in 3' to 4' of water,M,19,"FATAL, severe injuries to torso  ",Y,09h15,"2.7 m [9'] ""blue"" shark"
5224,Westmoreland Parish,Swimming,M,19,"FATAL, arm severed, thigh severely bitten  ",Y,10h00,6' shark
5225,Western Cape Province,Swimming,M,18,Abdomen & thigh bitten,N,A.M.,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark "
5229,New South Wales,Bathing in knee-deep water,M,21,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y,11h00,"White shark, 2.4 m [8'] "
5231,New South Wales,Swimming,M,18,"FATAL, both arms & shoulder bitten",Y,15h30,White shark
5273,New South Wales,Wading,M,13,"FATAL, right thigh bitten ",Y,07h30,12' shark
5311,New Jersey,Swimming,M,24,"FATAL, left leg bitten",Y,17h00,Thought to involve a 2.6 m [8.5'] white shark
5375,New South Wales,Swimming,M,21,FATAL,Y,15h00,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
5484,KwaZulu-Natal,Washing horses,M,30,"FATAL, hips & thigh bitten ",Y,12h00,1.8 m to 2.7 m [6' to 9'] shark
5498,New South Wales,Bathing,M,40,Righ thigh severely bitten,N,Morning,5' shark
5545,Western Cape Province,Swimming,M,29,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y,14h15,White shark
5648,New South Wales,Bathing,M,19,"""Lost his arm""",N,Morning,10' to 12' shark
5684,New South Wales,Fishing,M,21,Lacerations to calf by netted shark PROVOKED INCIDENT,N,Night,12' shark
5814,Queensland,Swimming,M,12,"Feet bitten, surgically amputated FATAL",Y,Afternoon,Bull shark
5922,Hoogly River,Standing,M,35,"FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  ",Y,Before 10h30,Identified as C. gangeticus by Dr. J. Fayrer
6200,Florida,Shark tagging,F,21,Severe abrasion to forearm from captive shark PROVOKED INICIDENT,N,18h00,"Blacktip shark, 5'"
6242,Basrah,Swimming naked near a date palm where many dates fell into the water,M,6,Arm severed,N,Afternoon,Bull shark
6243,Basrah,Swimming in section of river used for washing clothes & cooking utensils,M,16,Right leg lacerated & surgically amputated,N,Afternoon,Bull shark
6265,Basrah,Swimming,M,13 or 14,"FATAL, left leg bitten with severe blood loss",Y,Afternoon,Bull shark
